Report Date:,08/11/2025 19:45:39
Report User Name:,Bryce
Report Computer Name:,DESKTOP-9S7IEBK
Application:,WinSitu.exe
Application Version:,5.7.8.0


Log File Properties
File Name,Arizona.Creek.Baro_2025-08-11_19-45-18-131.wsl
Create Date,08/11/2025 19:45:15

Device Properties
Device,Rugged BaroTROLL
Site,Default Site
Device Name, 
Serial Number,1126822
Firmware Version,1.05
Hardware Version,0
Device Address,1
Device Comm Cfg,19200,8,Even,1,(Modbus-RTU)
Used Memory,0
Used Battery,0

Log Configuration
,Log Name,Arizona.Creek.Baro
,Created By,Bryce
,Computer Name,DESKTOP-9S7IEBK
,Application,WinSitu.exe
,Application Version,5.7.8.0
,Create Date,08/20/2024 07:28:44 Mountain Daylight Time
,Log Setup Time Zone,Mountain Daylight Time
,Notes Size(bytes),4096
,Overwrite when full,Disabled
,Scheduled Start Time,08/20/2024 08:00:00 Mountain Daylight Time
,Scheduled Stop Time,No Stop Time
,Type,Linear
 ,Interval,Days: 0 hrs: 00 mins: 15 secs: 00





Other Log Settings



Log Notes:
Date and Time,Note
08/20/2024 07:28:54,Used Battery: 0% Used Memory: 3%   User Name: Bryce
08/11/2025 19:40:36,Log Download - Used Battery: 7% Used Memory: 28%   User Name: Bryce


Log Data:
Record Count,34223

Sensors,1

 ,1,1126822,Baro-Pressure/Temp

Time Zone: Mountain Daylight Time

,,Sensor: Baro Pres                       ,Sensor: Baro Pres                       ,
11/26/2024 23:00:00, 8524800.001,                                   0.790,                                  -7.129,
11/26/2024 23:15:00, 8525700.001,                                   0.789,                                  -7.242,
11/26/2024 23:30:00, 8526600.001,                                   0.789,                                  -7.639,
11/26/2024 23:45:00, 8527500.001,                                   0.790,                                  -7.923,
11/27/2024 00:00:00, 8528400.001,                                   0.790,                                  -8.036,
11/27/2024 00:15:00, 8529300.001,                                   0.790,                                  -8.093,
11/27/2024 00:30:00, 8530200.001,                                   0.790,                                  -8.264,
11/27/2024 00:45:00, 8531100.001,                                   0.790,                                  -8.605,
11/27/2024 01:00:00, 8532000.001,                                   0.790,                                  -9.061,
11/27/2024 01:15:00, 8532900.001,                                   0.791,                                  -9.004,
11/27/2024 01:30:00, 8533800.001,                                   0.790,                                  -8.662,
11/27/2024 01:45:00, 8534700.001,                                   0.791,                                  -8.434,
11/27/2024 02:00:00, 8535600.001,                                   0.791,                                  -8.264,
11/27/2024 02:15:00, 8536500.001,                                   0.791,                                  -8.093,
11/27/2024 02:30:00, 8537400.001,                                   0.792,                                  -7.923,
11/27/2024 02:45:00, 8538300.001,                                   0.792,                                  -7.696,
11/27/2024 03:00:00, 8539200.001,                                   0.792,                                  -7.639,
11/27/2024 03:15:00, 8540100.001,                                   0.792,                                  -7.639,
11/27/2024 03:30:00, 8541000.001,                                   0.792,                                  -7.582,
11/27/2024 03:45:00, 8541900.001,                                   0.792,                                  -7.696,
11/27/2024 04:00:00, 8542800.001,                                   0.792,                                  -7.809,
11/27/2024 04:15:00, 8543700.001,                                   0.793,                                  -8.093,
11/27/2024 04:30:00, 8544600.001,                                   0.792,                                  -8.207,
11/27/2024 04:45:00, 8545500.001,                                   0.793,                                  -8.548,
11/27/2024 05:00:00, 8546400.001,                                   0.793,                                  -8.833,
11/27/2024 05:15:00, 8547300.001,                                   0.793,                                  -9.233,
11/27/2024 05:30:00, 8548200.001,                                   0.793,                                  -9.747,
11/27/2024 05:45:00, 8549100.001,                                   0.794,                                  -9.805,
11/27/2024 06:00:00, 8550000.001,                                   0.794,                                  -9.862,
11/27/2024 06:15:00, 8550900.001,                                   0.794,                                  -9.404,
11/27/2024 06:30:00, 8551800.001,                                   0.794,                                  -9.118,
11/27/2024 06:45:00, 8552700.001,                                   0.794,                                  -8.947,
11/27/2024 07:00:00, 8553600.001,                                   0.794,                                  -8.833,
11/27/2024 07:15:00, 8554500.001,                                   0.794,                                  -8.548,
11/27/2024 07:30:00, 8555400.001,                                   0.795,                                  -8.321,
11/27/2024 07:45:00, 8556300.001,                                   0.795,                                  -8.150,
11/27/2024 08:00:00, 8557200.001,                                   0.795,                                  -8.036,
11/27/2024 08:15:00, 8558100.001,                                   0.795,                                  -7.752,
11/27/2024 08:30:00, 8559000.001,                                   0.795,                                  -7.299,
11/27/2024 08:45:00, 8559900.001,                                   0.795,                                  -6.733,
11/27/2024 09:00:00, 8560800.001,                                   0.795,                                  -5.888,
11/27/2024 09:15:00, 8561700.001,                                   0.795,                                  -5.046,
11/27/2024 09:30:00, 8562600.001,                                   0.795,                                  -4.207,
11/27/2024 09:45:00, 8563500.001,                                   0.795,                                  -3.094,
11/27/2024 10:00:00, 8564400.001,                                   0.795,                                  -1.986,
11/27/2024 10:15:00, 8565300.001,                                   0.795,                                  -0.389,
11/27/2024 10:30:00, 8566200.001,                                   0.795,                                   0.049,
11/27/2024 10:45:00, 8567100.001,                                   0.795,                                   0.541,
11/27/2024 11:00:00, 8568000.001,                                   0.795,                                   1.141,
11/27/2024 11:15:00, 8568900.001,                                   0.795,                                   1.522,
11/27/2024 11:30:00, 8569800.001,                                   0.795,                                   2.010,
11/27/2024 11:45:00, 8570700.001,                                   0.795,                                   1.793,
11/27/2024 12:00:00, 8571600.001,                                   0.794,                                  10.519,
11/27/2024 12:15:00, 8572500.001,                                   0.794,                                  17.703,
11/27/2024 12:30:00, 8573400.001,                                   0.795,                                  22.300,
11/27/2024 12:45:00, 8574300.001,                                   0.795,                                  26.272,
11/27/2024 13:00:00, 8575200.001,                                   0.795,                                  28.113,
11/27/2024 13:15:00, 8576100.001,                                   0.796,                                  29.555,
11/27/2024 13:30:00, 8577000.001,                                   0.794,                                  29.699,
11/27/2024 13:45:00, 8577900.001,                                   0.795,                                  28.691,
11/27/2024 14:00:00, 8578800.001,                                   0.794,                                  21.656,
11/27/2024 14:15:00, 8579700.001,                                   0.794,                                  15.266,
11/27/2024 14:30:00, 8580600.001,                                   0.794,                                   9.159,
11/27/2024 14:45:00, 8581500.001,                                   0.794,                                   6.200,
11/27/2024 15:00:00, 8582400.001,                                   0.794,                                   2.876,
11/27/2024 15:15:00, 8583300.001,                                   0.794,                                   1.032,
11/27/2024 15:30:00, 8584200.001,                                   0.794,                                  -0.006,
11/27/2024 15:45:00, 8585100.001,                                   0.794,                                  -0.499,
11/27/2024 16:00:00, 8586000.001,                                   0.795,                                  -0.994,
11/27/2024 16:15:00, 8586900.001,                                   0.794,                                  -2.152,
11/27/2024 16:30:00, 8587800.001,                                   0.794,                                  -3.316,
11/27/2024 16:45:00, 8588700.001,                                   0.795,                                  -4.375,
11/27/2024 17:00:00, 8589600.001,                                   0.795,                                  -5.214,
11/27/2024 17:15:00, 8590500.001,                                   0.795,                                  -5.888,
11/27/2024 17:30:00, 8591400.001,                                   0.795,                                  -6.339,
11/27/2024 17:45:00, 8592300.001,                                   0.795,                                  -6.621,
11/27/2024 18:00:00, 8593200.001,                                   0.795,                                  -6.846,
11/27/2024 18:15:00, 8594100.001,                                   0.795,                                  -7.073,
11/27/2024 18:30:00, 8595000.001,                                   0.795,                                  -7.073,
11/27/2024 18:45:00, 8595900.001,                                   0.795,                                  -6.959,
11/27/2024 19:00:00, 8596800.001,                                   0.795,                                  -7.016,
11/27/2024 19:15:00, 8597700.001,                                   0.795,                                  -7.186,
11/27/2024 19:30:00, 8598600.001,                                   0.795,                                  -7.356,
11/27/2024 19:45:00, 8599500.001,                                   0.796,                                  -7.526,
11/27/2024 20:00:00, 8600400.001,                                   0.795,                                  -7.639,
11/27/2024 20:15:00, 8601300.001,                                   0.795,                                  -7.866,
11/27/2024 20:30:00, 8602200.001,                                   0.795,                                  -8.264,
11/27/2024 20:45:00, 8603100.001,                                   0.796,                                  -8.548,
11/27/2024 21:00:00, 8604000.001,                                   0.796,                                  -8.776,
11/27/2024 21:15:00, 8604900.001,                                   0.796,                                  -9.118,
11/27/2024 21:30:00, 8605800.001,                                   0.796,                                  -9.347,
11/27/2024 21:45:00, 8606700.001,                                   0.795,                                  -9.290,
11/27/2024 22:00:00, 8607600.001,                                   0.796,                                  -8.947,
11/27/2024 22:15:00, 8608500.001,                                   0.796,                                  -8.434,
11/27/2024 22:30:00, 8609400.001,                                   0.796,                                  -7.979,
11/27/2024 22:45:00, 8610300.001,                                   0.796,                                  -7.469,
11/27/2024 23:00:00, 8611200.001,                                   0.796,                                  -7.129,
11/27/2024 23:15:00, 8612100.001,                                   0.795,                                  -7.016,
11/27/2024 23:30:00, 8613000.001,                                   0.796,                                  -6.790,
11/27/2024 23:45:00, 8613900.001,                                   0.796,                                  -6.733,
11/28/2024 00:00:00, 8614800.001,                                   0.796,                                  -6.677,
11/28/2024 00:15:00, 8615700.001,                                   0.796,                                  -6.733,
11/28/2024 00:30:00, 8616600.001,                                   0.796,                                  -6.790,
11/28/2024 00:45:00, 8617500.001,                                   0.796,                                  -7.016,
11/28/2024 01:00:00, 8618400.001,                                   0.796,                                  -7.129,
11/28/2024 01:15:00, 8619300.001,                                   0.796,                                  -7.299,
11/28/2024 01:30:00, 8620200.001,                                   0.796,                                  -7.299,
11/28/2024 01:45:00, 8621100.001,                                   0.796,                                  -7.356,
11/28/2024 02:00:00, 8622000.001,                                   0.796,                                  -7.356,
11/28/2024 02:15:00, 8622900.001,                                   0.796,                                  -7.469,
11/28/2024 02:30:00, 8623800.001,                                   0.796,                                  -7.526,
11/28/2024 02:45:00, 8624700.001,                                   0.796,                                  -7.469,
11/28/2024 03:00:00, 8625600.001,                                   0.797,                                  -7.469,
11/28/2024 03:15:00, 8626500.001,                                   0.797,                                  -7.526,
11/28/2024 03:30:00, 8627400.001,                                   0.796,                                  -7.582,
11/28/2024 03:45:00, 8628300.001,                                   0.797,                                  -7.639,
11/28/2024 04:00:00, 8629200.001,                                   0.797,                                  -7.639,
11/28/2024 04:15:00, 8630100.001,                                   0.797,                                  -7.639,
11/28/2024 04:30:00, 8631000.001,                                   0.797,                                  -7.696,
11/28/2024 04:45:00, 8631900.001,                                   0.797,                                  -7.696,
11/28/2024 05:00:00, 8632800.001,                                   0.797,                                  -7.752,
11/28/2024 05:15:00, 8633700.001,                                   0.797,                                  -7.696,
11/28/2024 05:30:00, 8634600.001,                                   0.797,                                  -7.809,
11/28/2024 05:45:00, 8635500.001,                                   0.797,                                  -7.696,
11/28/2024 06:00:00, 8636400.001,                                   0.797,                                  -7.696,
11/28/2024 06:15:00, 8637300.001,                                   0.797,                                  -7.639,
11/28/2024 06:30:00, 8638200.001,                                   0.797,                                  -7.582,
11/28/2024 06:45:00, 8639100.001,                                   0.797,                                  -7.469,
11/28/2024 07:00:00, 8640000.001,                                   0.797,                                  -7.469,
11/28/2024 07:15:00, 8640900.001,                                   0.797,                                  -7.356,
11/28/2024 07:30:00, 8641800.001,                                   0.797,                                  -7.469,
11/28/2024 07:45:00, 8642700.001,                                   0.797,                                  -7.639,
11/28/2024 08:00:00, 8643600.001,                                   0.797,                                  -7.752,
11/28/2024 08:15:00, 8644500.001,                                   0.797,                                  -7.752,
11/28/2024 08:30:00, 8645400.001,                                   0.797,                                  -7.639,
11/28/2024 08:45:00, 8646300.001,                                   0.797,                                  -7.469,
11/28/2024 09:00:00, 8647200.001,                                   0.797,                                  -7.299,
11/28/2024 09:15:00, 8648100.001,                                   0.798,                                  -7.016,
11/28/2024 09:30:00, 8649000.001,                                   0.798,                                  -6.621,
11/28/2024 09:45:00, 8649900.001,                                   0.798,                                  -6.226,
11/28/2024 10:00:00, 8650800.001,                                   0.798,                                  -5.888,
11/28/2024 10:15:00, 8651700.001,                                   0.797,                                  -5.495,
11/28/2024 10:30:00, 8652600.001,                                   0.798,                                  -5.382,
11/28/2024 10:45:00, 8653500.001,                                   0.798,                                  -5.158,
11/28/2024 11:00:00, 8654400.001,                                   0.797,                                  -4.598,
11/28/2024 11:15:00, 8655300.001,                                   0.798,                                  -3.650,
11/28/2024 11:30:00, 8656200.001,                                   0.797,                                  -2.927,
11/28/2024 11:45:00, 8657100.001,                                   0.797,                                  -2.152,
11/28/2024 12:00:00, 8658000.001,                                   0.797,                                  -1.544,
11/28/2024 12:15:00, 8658900.001,                                   0.797,                                  -1.159,
11/28/2024 12:30:00, 8659800.001,                                   0.797,                                  -1.049,
11/28/2024 12:45:00, 8660700.001,                                   0.797,                                  -0.774,
11/28/2024 13:00:00, 8661600.001,                                   0.797,                                  -0.554,
11/28/2024 13:15:00, 8662500.001,                                   0.797,                                  -0.774,
11/28/2024 13:30:00, 8663400.001,                                   0.797,                                  -0.609,
11/28/2024 13:45:00, 8664300.001,                                   0.797,                                  -0.335,
11/28/2024 14:00:00, 8665200.001,                                   0.797,                                   0.104,
11/28/2024 14:15:00, 8666100.001,                                   0.797,                                   0.650,
11/28/2024 14:30:00, 8667000.001,                                   0.797,                                   1.358,
11/28/2024 14:45:00, 8667900.001,                                   0.797,                                   1.685,
11/28/2024 15:00:00, 8668800.001,                                   0.797,                                   0.541,
11/28/2024 15:15:00, 8669700.001,                                   0.797,                                  -0.554,
11/28/2024 15:30:00, 8670600.001,                                   0.797,                                  -1.544,
11/28/2024 15:45:00, 8671500.001,                                   0.797,                                  -2.373,
11/28/2024 16:00:00, 8672400.001,                                   0.797,                                  -3.205,
11/28/2024 16:15:00, 8673300.001,                                   0.797,                                  -3.817,
11/28/2024 16:30:00, 8674200.001,                                   0.797,                                  -4.319,
11/28/2024 16:45:00, 8675100.001,                                   0.798,                                  -4.878,
11/28/2024 17:00:00, 8676000.001,                                   0.798,                                  -5.326,
11/28/2024 17:15:00, 8676900.001,                                   0.798,                                  -5.832,
11/28/2024 17:30:00, 8677800.001,                                   0.797,                                  -6.113,
11/28/2024 17:45:00, 8678700.001,                                   0.798,                                  -6.395,
11/28/2024 18:00:00, 8679600.001,                                   0.798,                                  -6.508,
11/28/2024 18:15:00, 8680500.001,                                   0.798,                                  -6.677,
11/28/2024 18:30:00, 8681400.001,                                   0.798,                                  -6.846,
11/28/2024 18:45:00, 8682300.001,                                   0.798,                                  -7.073,
11/28/2024 19:00:00, 8683200.001,                                   0.798,                                  -7.469,
11/28/2024 19:15:00, 8684100.001,                                   0.798,                                  -7.752,
11/28/2024 19:30:00, 8685000.001,                                   0.798,                                  -7.809,
11/28/2024 19:45:00, 8685900.001,                                   0.797,                                  -7.923,
11/28/2024 20:00:00, 8686800.001,                                   0.798,                                  -8.207,
11/28/2024 20:15:00, 8687700.001,                                   0.798,                                  -8.207,
11/28/2024 20:30:00, 8688600.001,                                   0.798,                                  -8.321,
11/28/2024 20:45:00, 8689500.001,                                   0.798,                                  -8.377,
11/28/2024 21:00:00, 8690400.001,                                   0.798,                                  -8.321,
11/28/2024 21:15:00, 8691300.001,                                   0.798,                                  -8.264,
11/28/2024 21:30:00, 8692200.001,                                   0.798,                                  -8.207,
11/28/2024 21:45:00, 8693100.001,                                   0.798,                                  -8.150,
11/28/2024 22:00:00, 8694000.001,                                   0.798,                                  -8.207,
11/28/2024 22:15:00, 8694900.001,                                   0.799,                                  -8.150,
11/28/2024 22:30:00, 8695800.001,                                   0.798,                                  -8.207,
11/28/2024 22:45:00, 8696700.001,                                   0.798,                                  -8.264,
11/28/2024 23:00:00, 8697600.001,                                   0.798,                                  -8.264,
11/28/2024 23:15:00, 8698500.001,                                   0.798,                                  -8.207,
11/28/2024 23:30:00, 8699400.001,                                   0.798,                                  -8.207,
11/28/2024 23:45:00, 8700300.001,                                   0.798,                                  -8.207,
11/29/2024 00:00:00, 8701200.001,                                   0.798,                                  -8.207,
11/29/2024 00:15:00, 8702100.001,                                   0.798,                                  -8.264,
11/29/2024 00:30:00, 8703000.001,                                   0.798,                                  -8.321,
11/29/2024 00:45:00, 8703900.001,                                   0.798,                                  -8.321,
11/29/2024 01:00:00, 8704800.001,                                   0.797,                                  -8.207,
11/29/2024 01:15:00, 8705700.001,                                   0.798,                                  -8.207,
11/29/2024 01:30:00, 8706600.001,                                   0.798,                                  -8.150,
11/29/2024 01:45:00, 8707500.001,                                   0.797,                                  -8.207,
11/29/2024 02:00:00, 8708400.001,                                   0.797,                                  -8.207,
11/29/2024 02:15:00, 8709300.001,                                   0.798,                                  -8.321,
11/29/2024 02:30:00, 8710200.001,                                   0.798,                                  -8.434,
11/29/2024 02:45:00, 8711100.001,                                   0.797,                                  -8.719,
11/29/2024 03:00:00, 8712000.001,                                   0.797,                                  -9.176,
11/29/2024 03:15:00, 8712900.001,                                   0.798,                                  -9.461,
11/29/2024 03:30:00, 8713800.001,                                   0.798,                                  -9.404,
11/29/2024 03:45:00, 8714700.001,                                   0.797,                                  -9.690,
11/29/2024 04:00:00, 8715600.001,                                   0.797,                                  -9.805,
11/29/2024 04:15:00, 8716500.001,                                   0.797,                                  -9.977,
11/29/2024 04:30:00, 8717400.001,                                   0.797,                                 -10.321,
11/29/2024 04:45:00, 8718300.001,                                   0.797,                                 -10.608,
11/29/2024 05:00:00, 8719200.001,                                   0.797,                                 -10.781,
11/29/2024 05:15:00, 8720100.001,                                   0.797,                                 -10.953,
11/29/2024 05:30:00, 8721000.001,                                   0.797,                                 -11.068,
11/29/2024 05:45:00, 8721900.001,                                   0.797,                                 -11.357,
11/29/2024 06:00:00, 8722800.001,                                   0.797,                                 -11.414,
11/29/2024 06:15:00, 8723700.001,                                   0.797,                                 -11.530,
11/29/2024 06:30:00, 8724600.001,                                   0.797,                                 -11.588,
11/29/2024 06:45:00, 8725500.001,                                   0.797,                                 -11.645,
11/29/2024 07:00:00, 8726400.001,                                   0.797,                                 -11.703,
11/29/2024 07:15:00, 8727300.001,                                   0.797,                                 -11.876,
11/29/2024 07:30:00, 8728200.001,                                   0.797,                                 -11.992,
11/29/2024 07:45:00, 8729100.001,                                   0.797,                                 -12.050,
11/29/2024 08:00:00, 8730000.001,                                   0.797,                                 -11.934,
11/29/2024 08:15:00, 8730900.001,                                   0.797,                                 -11.645,
11/29/2024 08:30:00, 8731800.001,                                   0.797,                                 -11.241,
11/29/2024 08:45:00, 8732700.001,                                   0.797,                                 -10.723,
11/29/2024 09:00:00, 8733600.001,                                   0.797,                                 -10.034,
11/29/2024 09:15:00, 8734500.001,                                   0.797,                                  -9.004,
11/29/2024 09:30:00, 8735400.001,                                   0.797,                                  -8.036,
11/29/2024 09:45:00, 8736300.001,                                   0.796,                                  -7.639,
11/29/2024 10:00:00, 8737200.001,                                   0.797,                                  -6.903,
11/29/2024 10:15:00, 8738100.001,                                   0.796,                                  -6.001,
11/29/2024 10:30:00, 8739000.001,                                   0.796,                                  -3.872,
11/29/2024 10:45:00, 8739900.001,                                   0.796,                                  -3.594,
11/29/2024 11:00:00, 8740800.001,                                   0.796,                                  -3.205,
11/29/2024 11:15:00, 8741700.001,                                   0.796,                                  -2.650,
11/29/2024 11:30:00, 8742600.001,                                   0.796,                                  -1.434,
11/29/2024 11:45:00, 8743500.001,                                   0.795,                                   0.541,
11/29/2024 12:00:00, 8744400.001,                                   0.795,                                   4.061,
11/29/2024 12:15:00, 8745300.001,                                   0.794,                                   8.107,
11/29/2024 12:30:00, 8746200.001,                                   0.795,                                   7.579,
11/29/2024 12:45:00, 8747100.001,                                   0.794,                                  10.258,
11/29/2024 13:00:00, 8748000.001,                                   0.794,                                  16.640,
11/29/2024 13:15:00, 8748900.001,                                   0.794,                                  21.607,
11/29/2024 13:30:00, 8749800.001,                                   0.794,                                  21.010,
11/29/2024 13:45:00, 8750700.001,                                   0.794,                                  17.905,
11/29/2024 14:00:00, 8751600.001,                                   0.793,                                  11.456,
11/29/2024 14:15:00, 8752500.001,                                   0.793,                                   6.094,
11/29/2024 14:30:00, 8753400.001,                                   0.793,                                   3.200,
11/29/2024 14:45:00, 8754300.001,                                   0.793,                                   2.390,
11/29/2024 15:00:00, 8755200.001,                                   0.793,                                   0.432,
11/29/2024 15:15:00, 8756100.001,                                   0.794,                                  -1.434,
11/29/2024 15:30:00, 8757000.001,                                   0.794,                                  -3.038,
11/29/2024 15:45:00, 8757900.001,                                   0.794,                                  -4.151,
11/29/2024 16:00:00, 8758800.001,                                   0.794,                                  -5.046,
11/29/2024 16:15:00, 8759700.001,                                   0.794,                                  -5.776,
11/29/2024 16:30:00, 8760600.001,                                   0.795,                                  -6.508,
11/29/2024 16:45:00, 8761500.001,                                   0.794,                                  -7.469,
11/29/2024 17:00:00, 8762400.001,                                   0.795,                                  -8.036,
11/29/2024 17:15:00, 8763300.001,                                   0.795,                                  -8.548,
11/29/2024 17:30:00, 8764200.001,                                   0.795,                                  -9.233,
11/29/2024 17:45:00, 8765100.001,                                   0.795,                                  -9.576,
11/29/2024 18:00:00, 8766000.001,                                   0.795,                                  -9.805,
11/29/2024 18:15:00, 8766900.001,                                   0.795,                                 -10.034,
11/29/2024 18:30:00, 8767800.001,                                   0.796,                                 -10.263,
11/29/2024 18:45:00, 8768700.001,                                   0.796,                                 -10.378,
11/29/2024 19:00:00, 8769600.001,                                   0.796,                                 -10.608,
11/29/2024 19:15:00, 8770500.001,                                   0.796,                                 -10.666,
11/29/2024 19:30:00, 8771400.001,                                   0.796,                                 -10.666,
11/29/2024 19:45:00, 8772300.001,                                   0.796,                                 -10.723,
11/29/2024 20:00:00, 8773200.001,                                   0.797,                                 -11.126,
11/29/2024 20:15:00, 8774100.001,                                   0.797,                                 -11.357,
11/29/2024 20:30:00, 8775000.001,                                   0.797,                                 -11.703,
11/29/2024 20:45:00, 8775900.001,                                   0.797,                                 -12.050,
11/29/2024 21:00:00, 8776800.001,                                   0.797,                                 -12.456,
11/29/2024 21:15:00, 8777700.001,                                   0.797,                                 -12.746,
11/29/2024 21:30:00, 8778600.001,                                   0.797,                                 -13.094,
11/29/2024 21:45:00, 8779500.001,                                   0.798,                                 -13.327,
11/29/2024 22:00:00, 8780400.001,                                   0.798,                                 -13.560,
11/29/2024 22:15:00, 8781300.001,                                   0.798,                                 -13.735,
11/29/2024 22:30:00, 8782200.001,                                   0.798,                                 -14.085,
11/29/2024 22:45:00, 8783100.001,                                   0.798,                                 -14.202,
11/29/2024 23:00:00, 8784000.001,                                   0.798,                                 -14.553,
11/29/2024 23:15:00, 8784900.001,                                   0.798,                                 -14.670,
11/29/2024 23:30:00, 8785800.001,                                   0.798,                                 -14.963,
11/29/2024 23:45:00, 8786700.001,                                   0.798,                                 -15.080,
11/30/2024 00:00:00, 8787600.001,                                   0.799,                                 -15.315,
11/30/2024 00:15:00, 8788500.001,                                   0.799,                                 -15.315,
11/30/2024 00:30:00, 8789400.001,                                   0.799,                                 -15.609,
11/30/2024 00:45:00, 8790300.001,                                   0.798,                                 -15.550,
11/30/2024 01:00:00, 8791200.001,                                   0.799,                                 -15.433,
11/30/2024 01:15:00, 8792100.001,                                   0.799,                                 -15.198,
11/30/2024 01:30:00, 8793000.001,                                   0.798,                                 -14.611,
11/30/2024 01:45:00, 8793900.001,                                   0.798,                                 -14.202,
11/30/2024 02:00:00, 8794800.001,                                   0.798,                                 -13.735,
11/30/2024 02:15:00, 8795700.001,                                   0.798,                                 -13.443,
11/30/2024 02:30:00, 8796600.001,                                   0.799,                                 -12.978,
11/30/2024 02:45:00, 8797500.001,                                   0.798,                                 -12.630,
11/30/2024 03:00:00, 8798400.001,                                   0.799,                                 -12.282,
11/30/2024 03:15:00, 8799300.001,                                   0.799,                                 -11.934,
11/30/2024 03:30:00, 8800200.001,                                   0.799,                                 -11.530,
11/30/2024 03:45:00, 8801100.001,                                   0.799,                                 -11.241,
11/30/2024 04:00:00, 8802000.001,                                   0.799,                                 -11.068,
11/30/2024 04:15:00, 8802900.001,                                   0.799,                                 -10.896,
11/30/2024 04:30:00, 8803800.001,                                   0.798,                                 -10.551,
11/30/2024 04:45:00, 8804700.001,                                   0.799,                                 -10.378,
11/30/2024 05:00:00, 8805600.001,                                   0.798,                                 -10.034,
11/30/2024 05:15:00, 8806500.001,                                   0.798,                                 -10.034,
11/30/2024 05:30:00, 8807400.001,                                   0.798,                                 -10.034,
11/30/2024 05:45:00, 8808300.001,                                   0.798,                                  -9.862,
11/30/2024 06:00:00, 8809200.001,                                   0.798,                                  -9.805,
11/30/2024 06:15:00, 8810100.001,                                   0.798,                                  -9.862,
11/30/2024 06:30:00, 8811000.001,                                   0.799,                                  -9.690,
11/30/2024 06:45:00, 8811900.001,                                   0.798,                                  -9.977,
11/30/2024 07:00:00, 8812800.001,                                   0.798,                                 -10.034,
11/30/2024 07:15:00, 8813700.001,                                   0.798,                                 -10.149,
11/30/2024 07:30:00, 8814600.001,                                   0.798,                                 -10.091,
11/30/2024 07:45:00, 8815500.001,                                   0.799,                                 -10.149,
11/30/2024 08:00:00, 8816400.001,                                   0.798,                                 -10.149,
11/30/2024 08:15:00, 8817300.001,                                   0.798,                                  -9.747,
11/30/2024 08:30:00, 8818200.001,                                   0.798,                                  -9.576,
11/30/2024 08:45:00, 8819100.001,                                   0.798,                                  -9.118,
11/30/2024 09:00:00, 8820000.001,                                   0.798,                                  -8.434,
11/30/2024 09:15:00, 8820900.001,                                   0.798,                                  -7.412,
11/30/2024 09:30:00, 8821800.001,                                   0.798,                                  -6.621,
11/30/2024 09:45:00, 8822700.001,                                   0.798,                                  -5.888,
11/30/2024 10:00:00, 8823600.001,                                   0.798,                                  -5.382,
11/30/2024 10:15:00, 8824500.001,                                   0.798,                                  -4.263,
11/30/2024 10:30:00, 8825400.001,                                   0.798,                                  -3.427,
11/30/2024 10:45:00, 8826300.001,                                   0.798,                                  -3.038,
11/30/2024 11:00:00, 8827200.001,                                   0.798,                                  -2.982,
11/30/2024 11:15:00, 8828100.001,                                   0.798,                                  -2.262,
11/30/2024 11:30:00, 8829000.001,                                   0.797,                                  -1.599,
11/30/2024 11:45:00, 8829900.001,                                   0.797,                                  -0.994,
11/30/2024 12:00:00, 8830800.001,                                   0.797,                                   0.432,
11/30/2024 12:15:00, 8831700.001,                                   0.797,                                   3.577,
11/30/2024 12:30:00, 8832600.001,                                   0.797,                                   3.092,
11/30/2024 12:45:00, 8833500.001,                                   0.797,                                   1.195,
11/30/2024 13:00:00, 8834400.001,                                   0.797,                                  -0.225,
11/30/2024 13:15:00, 8835300.001,                                   0.797,                                  -0.719,
11/30/2024 13:30:00, 8836200.001,                                   0.797,                                  -1.159,
11/30/2024 13:45:00, 8837100.001,                                   0.797,                                  -1.214,
11/30/2024 14:00:00, 8838000.001,                                   0.797,                                  -1.599,
11/30/2024 14:15:00, 8838900.001,                                   0.797,                                  -1.324,
11/30/2024 14:30:00, 8839800.001,                                   0.797,                                  -1.049,
11/30/2024 14:45:00, 8840700.001,                                   0.797,                                  -1.104,
11/30/2024 15:00:00, 8841600.001,                                   0.797,                                  -1.159,
11/30/2024 15:15:00, 8842500.001,                                   0.797,                                  -0.994,
11/30/2024 15:30:00, 8843400.001,                                   0.797,                                  -1.269,
11/30/2024 15:45:00, 8844300.001,                                   0.797,                                  -1.654,
11/30/2024 16:00:00, 8845200.001,                                   0.797,                                  -2.041,
11/30/2024 16:15:00, 8846100.001,                                   0.797,                                  -2.484,
11/30/2024 16:30:00, 8847000.001,                                   0.797,                                  -3.038,
11/30/2024 16:45:00, 8847900.001,                                   0.797,                                  -3.538,
11/30/2024 17:00:00, 8848800.001,                                   0.797,                                  -3.984,
11/30/2024 17:15:00, 8849700.001,                                   0.797,                                  -4.375,
11/30/2024 17:30:00, 8850600.001,                                   0.798,                                  -4.710,
11/30/2024 17:45:00, 8851500.001,                                   0.798,                                  -4.934,
11/30/2024 18:00:00, 8852400.001,                                   0.798,                                  -4.990,
11/30/2024 18:15:00, 8853300.001,                                   0.798,                                  -5.158,
11/30/2024 18:30:00, 8854200.001,                                   0.797,                                  -5.326,
11/30/2024 18:45:00, 8855100.001,                                   0.798,                                  -5.495,
11/30/2024 19:00:00, 8856000.001,                                   0.798,                                  -5.607,
